date,open,high,low,close,volume
2024-01-01,1288.359213262171,1655.953837434013,2569.810993981977,1814.150339469263,99838982
2024-01-02,2009.228465811167,2191.263443706193,2706.574228729851,1986.158759927434,65161499
2024-01-03,2275.924660671687,2599.452339937047,2370.750140118005,1834.093726446485,49375535
2024-01-04,2820.51022446739,1749.198249505019,2121.379702136617,2239.486623742968,81589364
2024-01-05,2805.45794935235,1931.723425858948,2675.53893685313,1796.109492731038,25330333
2024-01-06,1063.288013990337,1987.860635785261,2833.595563884239,1109.340111264248,2192154
2024-01-07,2251.012347025948,1498.148929151992,1843.716273455434,1131.802856975192,15825901
2024-01-08,2732.609459174941,1976.069511639238,2067.50409833669,2239.029744551065,40728199
2024-01-09,1714.90003202359,2692.344489315365,1451.792512257339,1113.978259585832,94144021
2024-01-10,1759.237182360448,2879.780683456002,2735.633022878158,2162.893214107865,2741118
2024-01-11,2423.681651199168,1490.461717152864,2861.753817032173,1860.988713115541,93754849
2024-01-12,1176.317418586366,2896.212981855046,1096.613016458508,1732.766277989723,75270457
2024-01-13,2926.134120267984,2099.295470675943,2043.492488397814,2916.921067832509,26090102
2024-01-14,2799.364426249968,1574.946128984403,1008.20877057186,2488.374160153083,1377110
2024-01-15,2137.199332155041,2574.001076740273,1936.879102501229,1072.280753919045,66243512
2024-01-16,2243.19987260861,2268.633440798957,1452.632552943089,1991.490261870098,88776638
2024-01-17,2648.989252991844,1272.245747912369,2485.848843641752,1223.732868001412,59470749
2024-01-18,1254.387371802822,2804.453007741342,1595.80182549117,2409.331552515863,79801658
2024-01-19,2064.142918066364,1032.325774878497,1230.31675670882,1493.641033956345,22708008
2024-01-20,1570.251619506857,2710.130366299426,1978.438352895791,1194.01579955976,17139900
2024-01-21,1618.375431449697,1072.736886042633,1311.113252422193,1072.950841931077,57357195
2024-01-22,1646.500729233231,2979.024194392175,1018.551303222371,2490.132165297871,94873169
2024-01-23,2563.839266356508,1845.62857350146,2584.709957917185,1507.429155607339,22972220
2024-01-24,1218.084181935923,1775.793666159119,1119.442307198583,2264.77992965145,18616036
2024-01-25,1332.876471308452,2770.381770257568,1909.178672999101,1561.066712787975,19885291
2024-01-26,1335.94481562317,1296.460291764627,1722.690111627695,2153.048166313174,15585824
2024-01-27,2048.538047751679,1083.931394718081,1426.288168439738,1770.247809451219,77618983
2024-01-28,2197.840807748342,2421.476221996903,2511.590493780736,1156.086235151658,26394658
2024-01-29,1556.134901732601,2510.008766514509,2113.46942688576,2631.121494614285,10930664
2024-01-30,2577.15288486042,1282.079035852319,1471.4684137016,2958.951607923093,96224528
