date,open,high,low,close,volume
2024-01-01,2833.605082501288,2098.562389271244,2235.154846998537,1003.00903093015,69826862
2024-01-02,1337.917410409013,1030.694313420778,1389.597999037434,1299.737579851475,10042441
2024-01-03,2639.640603321302,2834.524564072813,1954.632388687703,1588.889833128861,93416047
2024-01-04,1924.304237115807,2182.511933192462,2761.079954814029,2561.035748872446,4550487
2024-01-05,1713.931823702202,1534.499680173065,1061.728721357539,1140.493705712835,93044979
2024-01-06,2835.904436310739,1409.653438278139,1657.948617539885,2683.682051196881,65078553
2024-01-07,2611.426064400557,1134.655603725569,2923.551190390785,1207.308728474992,18830141
2024-01-08,2128.642549674396,1858.422315875023,1578.020373029387,1116.132766247727,1064035
2024-01-09,2536.552529361133,1658.068857049287,1783.063739564611,1940.560685039959,38034810
2024-01-10,2030.322473001164,2305.552709316481,2285.809222440817,1872.941284875228,16638975
2024-01-11,1818.153284436641,2819.733674006002,2890.161699728953,1369.669272312238,23096914
2024-01-12,2136.200205659868,2847.711158224814,2654.101872244983,1618.677848322925,49484934
2024-01-13,2093.933248580164,2483.165131395321,2795.81076500196,1981.251347900132,11155682
2024-01-14,1481.15505454464,1876.118729440357,2114.565032941787,2739.215618391034,1890173
2024-01-15,1859.196312113187,1567.588058130065,1886.733322523054,2729.479117740382,99056677
2024-01-16,1428.339132198483,1106.754064651413,2987.394574721948,1785.457500803971,87264784
2024-01-17,2191.976561616613,2623.884665477124,2430.46993377223,1448.749012573456,1861869
2024-01-18,1753.719548167376,1564.134405789008,1897.689572634342,1147.520794445137,55482926
2024-01-19,1150.870504384874,2158.836073313854,2396.943319876329,1118.285517077181,23454818
2024-01-20,2094.51666760636,1803.861040967353,2201.676053578734,1229.025982240847,33045662
2024-01-21,1711.242073340296,2134.889578724137,1131.809255961113,2868.359864231818,31286057
2024-01-22,1427.256571286164,1973.545146258648,2328.903995207,2518.345053602918,19604791
2024-01-23,2360.589674394058,2626.605854880892,1397.253718271213,2076.048635584238,23945429
2024-01-24,2862.028972773376,2996.40195526954,1899.556548661742,2806.954900790776,20516051
2024-01-25,2068.597431984674,1768.231052464829,1256.062015318997,2462.370910775369,40390480
2024-01-26,2302.794971294355,2898.195562902387,2036.994794133944,1195.475461669778,24149279
2024-01-27,1402.556440184959,1411.781921247517,2965.65192689437,1271.312375928722,37776665
2024-01-28,1117.350574063205,1178.270497875126,1604.56033352435,1892.380300880236,77617865
2024-01-29,1682.066233809196,2876.733140685867,2247.790104326098,1264.419315639578,32634968
2024-01-30,1115.716973109691,1867.154830809521,1068.466753037411,2859.115393609587,74937200
2024-01-31,2131.710221212434,1551.631011236284,1131.854210622066,1626.078038794396,63098406
2024-02-01,2844.23804608159,1328.966109179455,1883.706787466317,2151.861702967294,94389244
2024-02-02,1497.354465578447,2133.527454745784,2477.921501027637,1231.406830215276,38431752
2024-02-03,1702.642204272736,2492.173316279905,1516.215962706478,2475.092793924209,50833444
2024-02-04,2307.463178311797,2543.617654854315,1958.420317136688,1005.711728850838,57892472
2024-02-05,2193.807909730809,1267.924185502535,1998.980794291525,1544.116399699617,73841186
2024-02-06,2907.506764882266,2172.680886750145,1423.405338582535,1301.70147425621,24053478
2024-02-07,2066.443844773305,2392.329480064295,1653.794894150014,2905.592155954737,93113262
2024-02-08,1094.210991005807,2216.276927425166,2256.15022808577,1509.373154793186,32205763
2024-02-09,1594.254615388003,1644.82345791615,1291.666864073519,2986.176013814244,1575187
2024-02-10,1952.312018938688,2885.81635260591,2595.761980451887,2448.117883259724,97354226
2024-02-11,2314.651790804207,1148.60763106784,2987.372545350928,1346.022083085644,63106434
2024-02-12,1737.898880661519,2189.688178469426,2007.57198774602,1456.885650528903,37110255
2024-02-13,1610.079479820319,2847.963266640407,1413.489400639065,2481.73020453702,42192225
2024-02-14,1851.219484758336,2918.499620675459,1216.387333515283,1335.807741183639,5596021
2024-02-15,2620.087154438395,1445.908896838924,2710.546793243754,1369.094280651607,29688996
2024-02-16,1171.584224935471,1793.995053155135,1047.631295449408,2289.75122446454,49360608
2024-02-17,1614.157838094668,2981.619703213482,2704.361162663773,1679.943114159946,10220866
2024-02-18,1036.818218878091,1297.119773684096,2484.195013422019,1371.401336524955,7802508
2024-02-19,2071.083306004684,1177.22399696355,1271.989601725688,1635.797270079582,97859258
2024-02-20,2988.034466612225,1189.416804253812,1439.428645520626,1341.147454057874,2655645
2024-02-21,2098.39096804883,2660.536824243998,1345.659695271919,1414.734986531684,8192905
2024-02-22,2806.560843335965,2240.383115076384,2994.298583662243,1275.769080663501,18718370
2024-02-23,1348.99497579248,2222.329396339797,2655.485185884859,1830.015939027004,45798643
2024-02-24,2730.235688187437,2707.648785276607,2929.472105145526,1643.455789796774,79462875
2024-02-25,2999.443464962892,1358.606431005752,1944.759348551707,2413.694822203382,23442861
2024-02-26,2533.73816816274,1646.422319752795,2435.895449178349,1035.861969111535,79793320
2024-02-27,2701.840159855602,2125.494312339226,2984.08924592696,1203.183801822579,19938011
2024-02-28,2807.674635937942,1236.418576704706,2023.951644168242,2673.29291078781,41428093
2024-02-29,1189.616649747114,1981.363858047708,1433.279432789603,1824.330361033832,4336852
2024-03-01,2439.08077489023,2745.90103898786,2785.433456040295,1209.686967287144,50838329
2024-03-02,2510.201962072657,2954.783435991264,2030.286379517563,2462.104692061724,74323657
2024-03-03,1730.448798614037,2907.375098295766,1646.167967724157,1251.831402413064,47758996
2024-03-04,2683.80929202074,2390.606498800839,1566.275274181828,1899.056659630297,88556905
2024-03-05,1934.374051367315,2411.72851180786,1731.16659506613,1343.732593731229,76068391
2024-03-06,1974.248927939504,1646.97141973529,1805.677798401649,1180.217031032583,51791781
2024-03-07,2405.546230181826,2254.821613532408,2278.180866440427,2689.588980554277,35332698
2024-03-08,1937.213383749799,2067.181919107966,1236.49420455453,1091.890178375697,14795199
2024-03-09,2492.064179570827,1353.143718949184,1979.085112724585,2982.982999808926,88968801
2024-03-10,1672.635902097599,1742.50099199908,1957.281188951684,2027.962125157077,19859132
2024-03-11,1552.554697114788,1566.836092211603,2929.833425721317,1769.124783779549,22884545
2024-03-12,2498.284806060894,2483.23400113096,2267.150448318424,2508.191384319983,97969272
2024-03-13,1926.329063612818,1037.804603081338,2942.693091958452,1439.93773950224,38984551
2024-03-14,2447.568160599682,2539.352336674087,1907.903031526813,1709.492257966202,57007373
2024-03-15,2651.691986013569,2205.838042562021,2588.506186227679,2359.935711592294,37760078
2024-03-16,2424.982299172211,2652.008039594987,2705.885427688943,1371.852927698656,44836387
2024-03-17,1167.593613419852,2483.95369161659,2737.587584116196,1400.883813788028,66481513
2024-03-18,1654.065765528188,1787.932189607072,1832.35314356268,2004.560185922125,64856889
2024-03-19,1063.768239597357,2800.546704143281,2347.906238049893,1664.585481651833,87843449
2024-03-20,1322.630846767256,2382.171809907549,1153.276598592119,2680.933107771515,66268776
2024-03-21,1179.735737776831,1487.121069924227,1885.829817894981,1023.576308713786,56750887
2024-03-22,1679.942637533794,1708.166193619849,2871.119092141289,2156.557623986023,89345808
2024-03-23,1338.785279618136,2783.498654447156,2613.731738171561,1786.528809013436,50450020
2024-03-24,2106.912020179157,1718.024132051765,1360.521059962139,2437.759034758692,58764766
2024-03-25,2746.575936878105,1811.542638973434,1661.852014236865,2717.846758170089,30498456
2024-03-26,2712.995948852734,2809.5166060289,1037.487462883485,2042.642243983346,22223838
2024-03-27,1956.725728783702,2279.623907810055,1685.955744315347,1046.051012841124,91719164
2024-03-28,1943.034816290116,1593.287061802112,2670.893832518942,2972.581588457442,51626137
2024-03-29,2705.330594653371,2491.104798193424,1407.528821113072,2726.336408717225,57022251
2024-03-30,1835.478113525926,1567.686141036749,1677.944120267495,1015.299007030182,78394825
2024-03-31,2170.315169023129,2451.385201881687,2975.093514139153,1281.269193088686,41959509
2024-04-01,2988.549589603553,1725.971755601347,1449.478755129051,1345.027635432174,58317462
2024-04-02,1260.901555286715,2982.297639392894,1934.094838694753,1008.708468120885,63330246
2024-04-03,1814.089932950328,1938.645076202765,2665.072618730568,2129.293812310329,95910510
2024-04-04,1282.007486413232,1179.366397938378,1650.177629835546,2118.339142712072,46949714
2024-04-05,1796.408654353346,2190.654411382407,2387.543479167009,1510.869403694543,64232899
2024-04-06,1331.095770674354,2921.271120629367,1843.895803848477,1404.622872132732,62551784
2024-04-07,1656.91354172696,1015.580971938848,1388.040233188294,2918.096184995006,38154542
2024-04-08,1373.711684785307,1804.200630367505,1580.450203962163,1543.219599294685,56250463
2024-04-09,1528.728938827564,2244.638368230786,1863.820288041855,1133.843199518228,37444857
2024-04-10,1999.679856687585,2495.009308164516,1723.423198897129,2246.131460232865,16464737
2024-04-11,1769.788114248848,2319.549129337867,1600.670468660138,1353.917977225375,71170460
2024-04-12,2304.122699787082,1249.530711923063,1703.078113429702,1871.359369881066,1675534
2024-04-13,1064.866723341916,1373.242522953402,2038.707911907809,1853.732333888937,46475731
2024-04-14,2970.111060687971,2995.76873423503,2047.698465886662,1258.626097202648,24737233
2024-04-15,1698.639491752027,2604.509453863368,1322.302349782344,2172.422529232059,10983756
2024-04-16,1359.265840458302,1714.641138161763,1515.42625117125,2509.146377891188,8946937
2024-04-17,1351.390197077773,1838.389627409634,2053.732344550313,1750.791724744146,11448233
2024-04-18,2402.43850160774,1323.173262716085,2977.408670951488,2033.400597432842,69492008
2024-04-19,2110.929214137243,1855.48700917423,2996.485606223016,1827.623904052502,5941416
2024-04-20,2050.59444244218,1314.225461722595,1632.0900924513,2677.560036822395,74576243
2024-04-21,2932.801222499079,1473.036977044063,1181.118299311603,1708.585589780737,25036189
2024-04-22,2721.488387586133,2405.735445926426,2788.113108776364,2287.873244236137,85421616
2024-04-23,1272.465946742999,1352.984450863868,1168.087631283599,2712.678310770847,32513934
2024-04-24,2028.981919945908,2585.231213921496,1392.694127864941,1454.091446020707,57435321
2024-04-25,2657.640744082043,2884.390864598937,2750.810568776973,2987.092272266555,43529345
2024-04-26,1999.37910492989,2272.8206869964,2818.272934047859,2401.889257948777,3215725
2024-04-27,2475.355002169298,2745.746570829898,2517.178137170106,2881.622878239888,60931394
2024-04-28,1256.375088355366,1974.976593121176,2914.587546484662,1667.719770609006,12313948
2024-04-29,2848.607706440681,2828.733412378251,1472.008323607309,1815.109860553022,22590641
2024-04-30,2415.624466135531,1704.358521213867,2734.088629148529,1025.657194727439,65682359
2024-05-01,1050.109637611431,2450.257390508272,2466.207235284502,1894.830994530118,53805383
2024-05-02,1986.03847063091,1813.317499233917,2299.772230795956,1831.124984174753,90161515
2024-05-03,1732.451244310848,2469.912586425061,1886.322560252404,2486.508095861051,37620006
2024-05-04,2757.94069276179,2899.473125427246,2153.51561393103,2321.910309352388,17757563
2024-05-05,2439.576449319952,1979.891115233101,1473.089720670663,2486.459263698838,76519799
