date,open,high,low,close,volume
2024-01-01,1084.575211415299,1340.158692204403,1987.383238302939,1292.282552297198,89299759
2024-01-02,2869.663633658419,1030.270906568073,1466.083507236991,2455.144666189162,9315458
2024-01-03,2201.246323750512,2568.458228396275,2622.54782246887,1180.364262831231,28873392
2024-01-04,2702.898812187589,2643.941566373778,1114.70097889471,2031.980067298551,28240437
2024-01-05,1634.631199504213,2415.300706482438,2452.724795426357,1042.816000361938,2719377
2024-01-06,1785.773743496683,2086.390210119185,1224.052662641762,2509.44230848524,31531152
2024-01-07,1981.831544891651,2430.392485585835,1581.930942283424,2673.141484222813,25796311
2024-01-08,2475.64345003845,1923.113267141864,1954.570701704448,1440.262593972478,48883661
2024-01-09,2725.421160212508,1751.871807350231,2403.473197422685,2262.359402889429,2593743
2024-01-10,2862.770905856468,2046.53538610614,1300.838639982224,1495.601244470481,6873614
2024-01-11,1459.682942202481,1124.489302246087,2155.555094859144,2932.754453593475,60326701
2024-01-12,2682.365409600345,1244.713256503978,1774.685756163832,1678.714175255611,9947990
2024-01-13,2789.617101767064,1369.480289596219,2864.486037595369,1803.020218219478,31577266
2024-01-14,2682.832724523526,1693.502170242309,2894.13319676671,2314.174751063779,93829653
2024-01-15,1375.250664162918,1579.86864854874,2258.612545620495,2017.767277998943,29734605
2024-01-16,1111.793890537279,1679.864037914814,2115.308266108872,1053.104104517451,99725113
2024-01-17,1503.828520547725,2796.077135179076,2406.638371890131,2776.329879136078,68904459
2024-01-18,2501.520551822929,2158.454685216695,2375.649556143519,1303.838610361479,7148042
2024-01-19,2751.720757594563,2498.349854319883,2397.020862147536,1381.17694184546,47826848
2024-01-20,1761.639470047631,2926.062815783622,2773.672821182362,1669.426727143557,86008210
2024-01-21,1621.874748438854,1695.277519988512,1364.357176856454,1290.071848416792,25498938
2024-01-22,2608.8742831749,1015.612152743543,1552.792433809818,2375.410169578763,24379493
2024-01-23,1950.54898797725,2589.137646975947,2528.151100569642,2448.818422482274,41837495
2024-01-24,2894.394625937321,2916.832191889459,1652.845371303,1559.021962434092,56358886
2024-01-25,2472.569644653415,1381.595337217555,1525.249028709497,2013.714428946099,90400687
2024-01-26,2376.082918301946,2631.400956999407,2720.801381779246,2552.740316264269,33523023
2024-01-27,2812.710055979433,1214.882000326402,1184.821478783987,1275.216047393498,13455599
2024-01-28,1989.254823265032,1526.135082872767,1973.428669703774,2789.019812388474,18459022
2024-01-29,2266.660385565732,2234.07526766971,1421.283210587873,2266.479390081642,15260305
2024-01-30,2153.537874471633,1904.220195206693,2817.336010625858,2102.592780399119,66108799
2024-01-31,1009.474311739946,1924.343749577069,2586.510117859541,2239.243072430374,99449292
2024-02-01,1027.208420130509,1071.128740257471,1925.414241698076,2864.328716714645,44569295
2024-02-02,1944.759040669188,2318.348475007367,2682.499018417257,2659.713713573874,19971369
2024-02-03,2103.108208527429,2419.880287508297,1040.226411010435,1745.104456025408,86548374
2024-02-04,1877.619539924419,1814.01651265508,2832.748160819639,1160.432415572856,65687824
2024-02-05,1543.815575214341,2523.405077481364,1701.578326558034,2468.063118258241,26203262
2024-02-06,2229.892509438529,2481.589552551802,2223.221998109932,2506.163188437914,36802753
2024-02-07,1094.392474255984,1071.587203940074,2502.312670368402,1539.056605715348,99385232
2024-02-08,1034.590628593555,1127.426265268761,1296.793813907255,1183.959184692591,25115912
2024-02-09,1600.870547409116,1935.621537327559,2669.335146129696,1585.439199564998,70683521
2024-02-10,1555.521891541393,2259.894715091021,1497.080646331766,1676.270787678647,39944823
2024-02-11,2941.500634281856,1660.788669300092,1100.32062961286,2393.878728129119,56429106
2024-02-12,2653.007547291258,2503.686244275952,1923.1094155572,2990.290596746155,8069912
2024-02-13,2571.329092366804,2494.5159018002,1041.836552951294,2380.455676488902,32312707
2024-02-14,1357.871938369265,1345.537885219399,1813.332602993672,2198.307871728241,93886796
2024-02-15,1072.526089713507,2328.706149709132,2944.921231308678,2657.125129852181,85631220
2024-02-16,1541.702967584381,2599.719103416196,2667.339715732264,2051.187163327015,83081307
2024-02-17,1910.731235592551,2194.249962566634,1619.132001142843,1540.00042525682,19719917
2024-02-18,1790.563370956434,1404.095723746365,1592.696233237234,1122.356612833774,49604706
2024-02-19,2611.184886775599,1211.71173519095,2065.98918327951,2852.682543716134,8685189
2024-02-20,2648.647990681079,2324.32697108102,1810.03459695754,1449.44810065201,81891462
2024-02-21,1667.322414295363,1915.585777396259,2294.97632691961,2644.882224788731,65877489
2024-02-22,2319.530650323748,1241.886303852134,1845.470581099336,2092.799823240706,85859289
2024-02-23,1297.990524912732,1804.983071220789,2512.26062071252,1359.626819483018,87117614
2024-02-24,1392.040721031401,1572.689342330175,1287.995209732121,2680.328561128636,98913340
2024-02-25,1283.311989888181,2993.058079649389,2424.985014471245,2833.460542687796,41118451
2024-02-26,2056.449857212031,1173.660464994844,2731.865069916652,1435.841479953183,19348413
