date,open,high,low,close,volume
2024-01-01,1177.593540230678,1915.286062560785,1044.956186206336,1679.086869339649,81723654
2024-01-02,2974.758719998742,2509.870677339874,2449.541508270889,1767.190998195854,8532016
2024-01-03,1230.236142402476,2174.758892162405,1754.132516410962,1910.185442584996,1572949
2024-01-04,2960.062355716507,1713.902892396343,2523.490899010245,2174.942955567198,6960384
2024-01-05,2646.368020816528,1666.573300088056,2657.268153671565,1110.981427559002,93092657
2024-01-06,1733.122266414481,2213.001100706784,1219.161795080767,1356.642978677756,91199120
2024-01-07,2320.138718958202,2698.099400117813,2704.254188414132,1501.818113935088,1375342
2024-01-08,2012.847957363309,1746.939617605819,2891.622437458564,2371.167069824414,56382858
2024-01-09,2647.987087903273,2347.12638552772,2883.119570127333,2151.40820271882,30717125
2024-01-10,2833.595757974914,2876.159426329507,1025.877633505418,2388.451418858239,80184986
2024-01-11,1945.484147784666,2055.181483057667,1956.675450438483,1535.434293761443,69323681
2024-01-12,2806.501420212675,1140.820010492399,1056.472006899076,2436.062017326489,42932621
2024-01-13,2524.476125259774,1117.620578508736,2578.574893524811,2275.348416786542,4735003
2024-01-14,2256.669707376686,1962.012810876124,1709.116411916543,2655.253988265424,99697410
2024-01-15,1447.210219696144,1160.651954975185,1102.582641901894,2999.309867723218,60386162
2024-01-16,1805.20773454257,1965.384356672371,2010.664620213098,2541.051528884411,54623822
2024-01-17,1384.974506813434,1058.779962249609,1611.086692685692,2089.816640671171,79579266
2024-01-18,1412.994770523484,1093.385277428641,1159.042049753656,2811.651039234542,32493985
2024-01-19,1681.675529954087,1632.476922850467,1475.295621793449,2904.087864883109,49435100
2024-01-20,1681.578207227989,2272.657689280984,1181.195744372515,1226.798877733363,40412611
2024-01-21,1414.556676306779,1863.860297629502,1330.842777263416,1569.655944824187,37626286
2024-01-22,1431.28723678522,1496.449709431565,1962.981306983913,1103.293338471588,99405131
2024-01-23,2746.425802743578,1596.956872464234,2124.514928153383,2480.992456952486,36665428
2024-01-24,1908.499607455934,1616.37586991127,1626.630639459315,1512.856026887462,75159682
2024-01-25,1976.253500633156,2157.929576384541,1896.97926449976,2989.69424036387,34034236
2024-01-26,1538.237575977834,2719.824354262284,1710.760313223135,1524.471038658376,60673252
2024-01-27,2452.627590878971,1954.905927786664,2492.938280395968,1456.363248927192,20003449
2024-01-28,1333.004404389749,1700.007544443068,2963.26461945234,2595.45361554776,30982521
2024-01-29,2666.451006041165,1367.198020851344,2833.723309091657,2355.521039199971,90079839
2024-01-30,1324.280974952879,2194.820443989311,1737.613926293333,2579.939272924841,13445283
2024-01-31,1801.368307253824,1094.68606916959,1473.09880938362,1760.303186963898,56298417
2024-02-01,1950.205736129466,2746.31636080414,2797.416232995645,2257.077056958707,7039750
2024-02-02,1904.718814347759,1474.135959207303,1767.066798147177,1158.448255885533,79722146
2024-02-03,2415.313357758928,2512.198977957002,1184.023018214667,1184.192975595268,40940726
2024-02-04,2355.458699898893,2750.532366105717,1018.381551154426,1052.103518094407,85536252
2024-02-05,2389.19423865439,2899.57051470801,2461.970773381599,1392.76723249711,33548640
2024-02-06,1456.452569565732,1591.346979668959,2050.302493615438,1727.133240502661,7769344
2024-02-07,1149.977455480949,2720.761993565328,1251.994021992464,1556.385250276106,69247864
2024-02-08,2470.745207732305,1835.224272066546,2176.583722084262,1955.463520005589,11053609
2024-02-09,2172.394620161953,1096.413577654115,1191.193958852355,2174.745103978674,14395680
2024-02-10,2382.498801317621,2480.076118125581,1408.327655485677,2117.893566878017,52769023
2024-02-11,2103.138952184149,1012.627070351077,1319.4917870161,1666.709534171433,19810187
2024-02-12,1823.307428131965,2465.99728510999,1258.478726558534,2437.613214433208,84848030
2024-02-13,1494.308267613778,1763.699203895262,1657.405653791021,2902.055887248087,48723121
2024-02-14,2901.089151693403,2079.138087535718,2204.063607058903,2672.744160313098,90451829
2024-02-15,2606.478277512288,1561.059427573443,2934.727151279864,2267.446887488961,79178231
2024-02-16,1250.369394866128,2103.888623756876,1484.59985589733,1739.802384759942,45013299
2024-02-17,2421.809041565747,1735.915272995828,2921.042557450047,1287.479469252535,64302063
2024-02-18,2323.324124008413,2123.153307071138,1230.978834923423,1695.598780362036,38022996
2024-02-19,1011.168024761684,1884.296459998256,1704.69004951241,1365.255013488458,9516200
2024-02-20,2108.274448689671,2513.238607993309,1223.220026745207,1661.367569306137,82812000
2024-02-21,1434.544765585942,1350.395401815106,2373.804752912065,1452.441005754025,31694030
2024-02-22,1868.58338019545,1225.913979204848,2728.170823521416,1326.737969065915,49887061
2024-02-23,1222.10468026237,1197.508967637983,2516.356376576198,1434.109156452259,3243575
2024-02-24,1570.557050673057,1481.280314734022,2018.363223887801,2707.393149527394,7893757
2024-02-25,1599.138117277189,1978.385042065191,1139.423511095292,2959.68286018856,31936132
2024-02-26,2403.899117503893,1143.107340594407,1050.741552754371,2520.03630195762,34283059
2024-02-27,1307.188956319511,1291.571518423121,1173.875144100578,2530.056695330498,4500597
2024-02-28,2084.213449112183,2413.222713284155,2605.467006466512,2946.462766165544,8386158
2024-02-29,1143.725078094071,1894.390758150022,1709.086739400946,1405.78928525978,66866600
2024-03-01,2557.4644223037,2174.489131407155,2327.586302820701,2837.472856030603,33210620
2024-03-02,2042.493041965195,2945.894242857821,2830.157397869741,1806.907035513938,79888202
2024-03-03,1058.030639572386,1678.565003272513,2050.435147482458,1542.892788182648,98544613
2024-03-04,1126.861886060788,1012.202822921575,1936.563691622694,2663.205260336392,98596617
2024-03-05,1129.673396215168,2486.673338424406,1907.03679605718,2266.698212263824,42298976
2024-03-06,1862.702384025223,1093.457719864559,2795.529281975855,2063.184170568855,6140093
2024-03-07,1314.222147476881,1172.515672664834,1279.022244437969,1725.621920928943,75934005
2024-03-08,2409.162892334848,2700.337514626721,2930.560704301145,2863.932107443005,13994009
2024-03-09,1099.647432229066,1047.836766413386,2121.033549085964,2941.671809675632,92188108
2024-03-10,2444.630332321417,1767.898375466742,2215.835527464422,1769.270762269035,74735238
2024-03-11,1858.672508664244,1134.519754764822,2467.349395860817,2405.233778177865,85310427
2024-03-12,1345.980948868643,2986.830569680217,2464.27730136416,2962.955804792353,55585011
2024-03-13,1105.894423337805,1087.8716241505,1856.62881971694,2139.184450545707,97717335
2024-03-14,1146.275508180508,1745.149545096491,1713.506195976221,1599.399144421499,98303826
2024-03-15,1359.997077961176,2832.809911913473,2720.135330605755,1408.664393950018,40495264
2024-03-16,1959.478210021884,1420.241543555469,1334.766205557983,2443.673705932854,11100657
2024-03-17,2556.166608142301,2425.927218213855,1522.698221264486,2128.58050709416,73199540
2024-03-18,1950.518589248263,1736.935187944711,2899.806038404307,2471.923929617605,41934034
2024-03-19,1584.068783497009,2376.652795218788,2511.699183091877,1812.940937667553,37604795
2024-03-20,1303.172845119835,2833.304723023898,2765.045046627749,1940.083541686804,47849392
2024-03-21,1134.907499667074,1536.064254322258,1313.111850089641,1162.069649627874,5255497
2024-03-22,2053.428596092576,1741.822563499124,1586.84814061028,1167.93499407937,65412542
2024-03-23,2126.497171375193,1526.88407371308,1086.438909773356,2049.93872854724,64071672
2024-03-24,2686.385084427443,2375.536199793285,2552.118312803943,2783.56792037174,59044893
2024-03-25,2128.886138026262,2155.38871810818,2485.984413313946,2652.329592080734,16207909
2024-03-26,1548.674976866632,1800.339697420422,2293.616660613568,1899.669229725783,37957901
2024-03-27,1625.183991347366,1012.29059842906,1940.719942118817,1636.357515399034,70103638
2024-03-28,1115.697688679456,1936.960146068915,1287.424933207205,1870.867336582944,36153054
2024-03-29,1245.660942121653,2753.764869194473,1109.479201042337,1343.584719806752,38626547
2024-03-30,2695.525660316688,1545.107407926836,1475.326108034956,1193.155938653436,86787336
2024-03-31,2495.827970858986,1219.047119118239,1279.002946868494,2046.22391810403,75946278
2024-04-01,1598.411617643356,2135.366225190412,2226.017581761017,1014.42976105458,90174275
2024-04-02,2823.634781271569,1827.087160198275,1563.485639480312,2808.923553313125,90632625
2024-04-03,2392.330554268004,2481.641662186008,1475.58899127583,2991.051897787992,34009041
2024-04-04,2539.694291048269,2092.164270829018,1185.252301409694,2823.196814536906,96564101
2024-04-05,1613.7095249821,2343.389387327112,2652.264094747394,2748.488548796716,82654139
2024-04-06,2024.867263438305,1000.753972938719,2417.560400983766,1813.579966911571,35533102
2024-04-07,1036.315202312818,2204.742197383205,2730.717477195044,2353.93582574533,71179965
2024-04-08,2831.181499701718,2005.087916181375,1535.745088546683,1246.974594489368,5699669
2024-04-09,2206.028918587947,1090.43292579904,2962.82934647246,2354.336496284736,39848278
2024-04-10,1454.118032327201,2851.525312365992,2130.600257070838,1086.437445199879,39211222
2024-04-11,2243.481354303573,1303.477997656215,2031.358437050258,2180.751307623732,60130907
2024-04-12,2599.806563239361,2629.397849356983,2239.201559078123,1952.02819253436,58536836
2024-04-13,2149.817861500686,2306.718666805592,2109.910847800463,2847.598939183291,40009369
2024-04-14,1286.444358520017,2559.761866407289,2708.249693652786,1522.40930128184,33590503
2024-04-15,2710.386763675216,1492.844120401907,1823.207979731398,1184.297549289983,77746467
2024-04-16,1005.649254420199,1113.842502734897,1537.874765749108,2442.079504290156,56693409
2024-04-17,1917.469420823933,1551.521815255709,1102.231076092321,2729.242542558335,90907258
2024-04-18,1358.410201493852,2582.004958835942,1337.013939375387,1219.062306192884,34911106
2024-04-19,2718.388371426804,2466.577656368287,2314.89569854802,2905.768089488927,25693077
2024-04-20,2834.530726108532,1199.794742502695,1956.108935819658,1526.207141121012,52116013
2024-04-21,2971.378025728821,2602.152465529718,1501.805011462242,1439.588833710324,43254386
2024-04-22,1254.503444115323,2315.96785365322,1618.214529195178,1853.325790883772,34823376
2024-04-23,2238.113921166877,1935.84736134556,2301.858971999574,2553.433626340207,33623213
2024-04-24,1119.161332380659,1486.421722738474,2408.012748784703,1046.699457450771,95129889
2024-04-25,1573.13968866166,1686.130770745083,2019.143285917391,1956.877561934145,81760115
2024-04-26,1646.624949586347,2768.469321795511,2851.073665377606,2912.907389459381,94649588
2024-04-27,2567.622710175919,2005.149636469863,1296.622355491136,1085.997030947151,87601014
2024-04-28,2533.061321847026,1959.416755193019,1557.902988631447,2362.578080565484,14944315
2024-04-29,2236.665516542667,2749.705175203943,1828.90816828997,1476.167758859264,26642094
2024-04-30,2303.197663690532,2450.562741912288,2712.895669975511,1738.241355328466,20101871
2024-05-01,2800.539913812669,2957.086434352907,2925.677518175466,1309.83732968077,39051003
2024-05-02,2320.717634143317,1330.98751449256,1937.69270206957,1118.993794755329,39988755
2024-05-03,1771.14480526874,1423.410614708683,2936.151706116899,1618.473627700107,39088308
2024-05-04,1674.425425557034,2786.714378999975,2135.023430914952,2186.091439045397,72967135
2024-05-05,1150.316978153306,2159.89015359256,1697.620518641955,1610.107025263973,33438141
2024-05-06,1228.169759951762,2208.591462494829,2758.83289310752,1189.890681828579,36183930
2024-05-07,2607.103370173872,2900.663426666809,2073.489331174233,2361.39164602751,78014572
2024-05-08,2501.762663211548,2612.74673870206,2107.51560124471,1162.493115472617,99218970
2024-05-09,1746.671833130103,1542.293744212952,2376.572502691516,2343.57572482182,82682239
2024-05-10,2621.651458686595,2717.005352688443,2643.147637793331,1819.334222618748,71639584
2024-05-11,2365.717470111126,2522.077320366222,1581.182992419748,1332.2767695291,47549761
2024-05-12,2594.36709588163,1464.674119167648,1715.116605536307,2327.572007139605,48046792
2024-05-13,2974.465398973286,2059.83079757392,2876.094817043259,2213.812486919523,67297019
2024-05-14,1709.365841998995,2213.43532020354,1845.697739834423,2287.81072306585,72809769
2024-05-15,1331.786356728596,1380.444816168354,2269.60415127317,1902.45430159246,3768323
2024-05-16,2442.222102854713,1568.568860101735,2170.756946038568,2591.464669311018,84368314
2024-05-17,1778.897663193856,1140.541633086174,1392.360775679396,2208.898597620821,94174078
2024-05-18,2372.530515875691,1052.368513954849,2508.340716334173,2504.517686184024,25444048
2024-05-19,1308.835088605841,2535.322356993944,2299.546663998204,1096.633098292247,65930327
2024-05-20,1998.92565800022,2864.994841146588,2218.173450758881,2277.928178046566,43599587
2024-05-21,1595.919156289099,1660.15497839186,2056.80138684911,1706.503484560665,20872335
2024-05-22,2426.799024530039,2418.941126723692,1266.327973217259,1208.100294814618,88431602
2024-05-23,1490.286632762286,2864.988946634697,1371.524179981192,1290.334471306738,28391647
2024-05-24,2846.703551447118,1444.536607567874,2447.253118647626,2887.393789537683,67240630
2024-05-25,2526.04052548847,2423.422682126362,1174.462332397897,1770.989104138655,33644536
2024-05-26,1537.617297872229,2930.780232605914,1847.314712952161,2231.153729420254,3033610
2024-05-27,2120.206005078886,2270.911514190909,1352.41752080571,1866.199686170188,36269241
2024-05-28,1994.004357896491,1465.567453645419,2868.884622468583,1142.156770757034,64049470
2024-05-29,1293.987546984979,2153.669740965732,2696.12543730601,2800.800866730077,95912225
2024-05-30,1210.524700200478,2917.062089376967,2098.441750728736,1704.52714597013,72224412
2024-05-31,1115.296702646267,1446.191276060742,1974.329473942522,2084.341400230306,25929159
2024-06-01,2900.740212094519,2690.298174376935,2805.805242825884,2261.152777460235,58703622
2024-06-02,1971.741714040221,1360.208313489837,2163.366096401551,2113.722294366553,94054912
2024-06-03,2714.075434960659,2532.906705589665,1651.34032303322,1769.599597777176,71848024
2024-06-04,1022.386379246857,2166.382788362706,2172.007457201433,2845.734000959424,97523062
2024-06-05,1771.296166792622,1691.715227528142,2709.754279819545,2277.488616169881,92409354
2024-06-06,1758.462904587219,2525.395283700435,1467.452939060477,2458.046031352262,88803246
2024-06-07,2557.068350182597,2910.718378940495,1015.49486226937,1988.420206640958,30508142
2024-06-08,2673.72764090188,2391.000157547665,1358.413788527276,1824.57550928364,92445756
2024-06-09,1391.587618993846,2940.667355871061,2574.102698364882,2157.641005235407,15610298
2024-06-10,1490.333274265728,1582.496783515183,1799.950909028455,2813.542941928877,66192576
2024-06-11,2264.550124496094,1558.331068559617,1049.701248403435,1922.245950551633,42441655
2024-06-12,2495.522083437843,2333.820187211631,1174.602397042311,2620.562772035047,9972892
2024-06-13,1872.414062942908,1461.44057434358,1061.918628639931,1875.635683426676,16328734
2024-06-14,1868.246962500086,2532.851059035986,1758.927461413414,1828.141919401902,61220353
2024-06-15,1649.94457530814,1339.547374978889,1233.294936182529,2035.513839843642,44652468
2024-06-16,1805.124487678449,1353.019375777202,2991.231153589529,1286.212992076752,99045448
2024-06-17,2703.895096481544,1194.851828432869,1144.014676936031,2530.072464770275,23108161
2024-06-18,2128.951189299565,2818.124551998998,2458.487393084858,2581.846591862846,9169694
2024-06-19,1700.391322049664,2072.068157998577,1448.693240959886,1622.940804657961,44353546
2024-06-20,1125.992428563782,1678.016300666692,2781.593788552385,2254.411897488623,24901579
